Time	TH	ErrTH	H	Prob[A--B--C]	ErrProb[A--B--C]	Prob[<nil>]	ErrProb[<nil>]	Prob[D]	ErrProb[D]	Prob[T]	ErrProb[T]	Prob[B--T--C--D]	ErrProb[B--T--C--D]	Prob[A--C]	ErrProb[A--C]	Prob[T--D]	ErrProb[T--D]	Prob[A--B--T]	ErrProb[A--B--T]	Prob[A--B--T--C--D]	ErrProb[A--B--T--C--D]	Prob[B--C--D]	ErrProb[B--C--D]	Prob[T--C--D]	ErrProb[T--C--D]	Prob[B--T--D]	ErrProb[B--T--D]	Prob[C]	ErrProb[C]	Prob[A--T--C--D]	ErrProb[A--T--C--D]	Prob[B--D]	ErrProb[B--D]	Prob[B--T]	ErrProb[B--T]	Prob[A--B--T--C]	ErrProb[A--B--T--C]	Prob[B--T--C]	ErrProb[B--T--C]	Prob[T--C]	ErrProb[T--C]	Prob[A--B--T--D]	ErrProb[A--B--T--D]	Prob[A--T--C]	ErrProb[A--T--C]	Prob[A--D]	ErrProb[A--D]	Prob[B--C]	ErrProb[B--C]	Prob[C--D]	ErrProb[C--D]	Prob[A--T]	ErrProb[A--T]	Prob[A--C--D]	ErrProb[A--C--D]	Prob[A--B--D]	ErrProb[A--B--D]	Prob[A--B]	ErrProb[A--B]	Prob[B]	ErrProb[B]	Prob[A--T--D]	ErrProb[A--T--D]	Prob[A]	ErrProb[A]	Prob[A--B--C--D]	ErrProb[A--B--C--D]	
1.5600	0.0517	0.0003	1.9470	0.002961	0.000076	0.012719	0.000158	0.079143	0.000381	0.000204	0.000020	0.010711	0.000145	0.002417	0.000069	0.000605	0.000034	0.000449	0.000030	0.007488	0.000121	0.008090	0.000126	0.004403	0.000092	0.001237	0.000049	0.106754	0.000436	0.032352	0.000250	0.000905	0.000042	0.000556	0.000033	0.004048	0.000089	0.004731	0.000096	0.001823	0.000059	0.000866	0.000041	0.004696	0.000096	0.002438	0.000070	0.003312	0.000081	0.675113	0.000662	0.000588	0.000034	0.020808	0.000202	0.000590	0.000034	0.000340	0.000026	0.000373	0.000027	0.003783	0.000087	0.000289	0.000024	0.005206	0.000101	
1.5700	0.0509	0.0003	1.9341	0.002894	0.000076	0.012507	0.000157	0.078551	0.000380	0.000198	0.000020	0.010646	0.000144	0.002382	0.000069	0.000576	0.000033	0.000437	0.000029	0.007435	0.000120	0.008008	0.000125	0.004396	0.000092	0.001217	0.000049	0.106088	0.000435	0.032145	0.000249	0.000903	0.000042	0.000541	0.000033	0.004027	0.000089	0.004682	0.000096	0.001797	0.000059	0.000859	0.000041	0.004638	0.000096	0.002388	0.000069	0.003261	0.000080	0.677759	0.000660	0.000566	0.000033	0.020659	0.000201	0.000583	0.000034	0.000326	0.000025	0.000376	0.000027	0.003714	0.000086	0.000274	0.000023	0.005168	0.000101	
1.5800	0.0501	0.0003	1.9214	0.002839	0.000075	0.012274	0.000155	0.077994	0.000379	0.000196	0.000020	0.010579	0.000144	0.002343	0.000068	0.000572	0.000033	0.000434	0.000029	0.007380	0.000120	0.007952	0.000125	0.004347	0.000091	0.001181	0.000048	0.105419	0.000434	0.031956	0.000248	0.000905	0.000042	0.000517	0.000032	0.004025	0.000089	0.004609	0.000095	0.001783	0.000059	0.000847	0.000041	0.004571	0.000095	0.002345	0.000068	0.003227	0.000080	0.680370	0.000659	0.000539	0.000033	0.020501	0.000200	0.000558	0.000033	0.000320	0.000025	0.000373	0.000027	0.003663	0.000085	0.000265	0.000023	0.005113	0.000100	
1.5900	0.0493	0.0003	1.9086	0.002795	0.000074	0.012076	0.000154	0.077438	0.000378	0.000183	0.000019	0.010532	0.000143	0.002300	0.000068	0.000570	0.000033	0.000420	0.000029	0.007310	0.000119	0.007887	0.000124	0.004338	0.000091	0.001146	0.000048	0.104771	0.000433	0.031760	0.000248	0.000882	0.000042	0.000510	0.000032	0.004020	0.000089	0.004558	0.000095	0.001753	0.000058	0.000824	0.000040	0.004481	0.000094	0.002285	0.000067	0.003164	0.000079	0.682939	0.000657	0.000530	0.000032	0.020359	0.000200	0.000550	0.000033	0.000324	0.000025	0.000361	0.000027	0.003615	0.000085	0.000253	0.000022	0.005067	0.000100	
1.6000	0.0486	0.0003	1.8963	0.002764	0.000074	0.011892	0.000153	0.076843	0.000376	0.000183	0.000019	0.010451	0.000143	0.002267	0.000067	0.000547	0.000032	0.000408	0.000028	0.007289	0.000119	0.007831	0.000124	0.004357	0.000092	0.001133	0.000047	0.104148	0.000431	0.031532	0.000247	0.000874	0.000042	0.000495	0.000031	0.004003	0.000089	0.004511	0.000094	0.001717	0.000058	0.000800	0.000040	0.004407	0.000093	0.002242	0.000067	0.003115	0.000078	0.685473	0.000656	0.000517	0.000032	0.020217	0.000199	0.000535	0.000032	0.000323	0.000025	0.000344	0.000026	0.003561	0.000084	0.000244	0.000022	0.004975	0.000099	
1.6100	0.0479	0.0003	1.8837	0.002725	0.000073	0.011675	0.000152	0.076209	0.000375	0.000182	0.000019	0.010358	0.000142	0.002236	0.000067	0.000530	0.000032	0.000400	0.000028	0.007274	0.000119	0.007789	0.000124	0.004321	0.000091	0.001110	0.000047	0.103611	0.000430	0.031319	0.000246	0.000856	0.000041	0.000471	0.000030	0.003957	0.000088	0.004456	0.000094	0.001698	0.000057	0.000800	0.000040	0.004346	0.000093	0.002208	0.000066	0.003073	0.000078	0.688015	0.000655	0.000506	0.000032	0.020070	0.000198	0.000531	0.000032	0.000320	0.000025	0.000332	0.000026	0.003509	0.000083	0.000239	0.000022	0.004875	0.000098	
1.6200	0.0473	0.0003	1.8716	0.002681	0.000073	0.011448	0.000150	0.075637	0.000374	0.000175	0.000018	0.010262	0.000142	0.002206	0.000066	0.000513	0.000031	0.000399	0.000028	0.007238	0.000119	0.007728	0.000123	0.004331	0.000091	0.001087	0.000046	0.102999	0.000429	0.031104	0.000245	0.000848	0.000041	0.000461	0.000030	0.003917	0.000088	0.004395	0.000093	0.001693	0.000057	0.000790	0.000039	0.004295	0.000092	0.002170	0.000066	0.003005	0.000077	0.690511	0.000653	0.000491	0.000031	0.019889	0.000197	0.000522	0.000032	0.000309	0.000025	0.000335	0.000026	0.003463	0.000083	0.000231	0.000021	0.004870	0.000098	
1.6300	0.0466	0.0003	1.8590	0.002634	0.000072	0.011252	0.000149	0.075099	0.000372	0.000177	0.000018	0.010225	0.000141	0.002165	0.000066	0.000477	0.000030	0.000390	0.000028	0.007168	0.000118	0.007642	0.000122	0.004257	0.000090	0.001069	0.000046	0.102354	0.000428	0.030884	0.000244	0.000837	0.000041	0.000454	0.000030	0.003873	0.000087	0.004334	0.000092	0.001696	0.000057	0.000777	0.000039	0.004231	0.000092	0.002125	0.000065	0.002974	0.000076	0.693063	0.000652	0.000478	0.000031	0.019722	0.000196	0.000510	0.000032	0.000307	0.000025	0.000331	0.000026	0.003419	0.000082	0.000219	0.000021	0.004854	0.000097	
1.6400	0.0459	0.0003	1.8462	0.002604	0.000072	0.011083	0.000148	0.074576	0.000371	0.000162	0.000018	0.010124	0.000141	0.002117	0.000065	0.000461	0.000030	0.000382	0.000028	0.007127	0.000118	0.007558	0.000122	0.004250	0.000090	0.001064	0.000046	0.101728	0.000427	0.030666	0.000244	0.000797	0.000040	0.000450	0.000030	0.003847	0.000087	0.004257	0.000091	0.001673	0.000057	0.000740	0.000038	0.004158	0.000091	0.002078	0.000064	0.002901	0.000075	0.695591	0.000650	0.000469	0.000031	0.019562	0.000196	0.000510	0.000032	0.000297	0.000024	0.000330	0.000025	0.003374	0.000082	0.000214	0.000021	0.004854	0.000098	
1.6500	0.0452	0.0003	1.8338	0.002584	0.000071	0.010909	0.000147	0.074048	0.000370	0.000157	0.000018	0.010016	0.000140	0.002068	0.000064	0.000442	0.000029	0.000374	0.000027	0.007102	0.000118	0.007484	0.000121	0.004248	0.000090	0.001039	0.000045	0.101055	0.000426	0.030493	0.000243	0.000773	0.000039	0.000441	0.000029	0.003811	0.000087	0.004197	0.000091	0.001648	0.000057	0.000740	0.000038	0.004088	0.000090	0.002039	0.000064	0.002840	0.000075	0.698075	0.000649	0.000462	0.000030	0.019439	0.000195	0.000501	0.000031	0.000285	0.000024	0.000318	0.000025	0.003312	0.000081	0.000209	0.000020	0.004806	0.000097	
