Time	TH	ErrTH	H	Prob[A--B--C]	ErrProb[A--B--C]	Prob[<nil>]	ErrProb[<nil>]	Prob[D]	ErrProb[D]	Prob[T]	ErrProb[T]	Prob[B--T--C--D]	ErrProb[B--T--C--D]	Prob[A--C]	ErrProb[A--C]	Prob[T--D]	ErrProb[T--D]	Prob[A--B--T]	ErrProb[A--B--T]	Prob[A--B--T--C--D]	ErrProb[A--B--T--C--D]	Prob[B--C--D]	ErrProb[B--C--D]	Prob[T--C--D]	ErrProb[T--C--D]	Prob[B--T--D]	ErrProb[B--T--D]	Prob[C]	ErrProb[C]	Prob[A--T--C--D]	ErrProb[A--T--C--D]	Prob[B--D]	ErrProb[B--D]	Prob[B--T]	ErrProb[B--T]	Prob[A--B--T--C]	ErrProb[A--B--T--C]	Prob[B--T--C]	ErrProb[B--T--C]	Prob[T--C]	ErrProb[T--C]	Prob[A--B--T--D]	ErrProb[A--B--T--D]	Prob[A--T--C]	ErrProb[A--T--C]	Prob[A--D]	ErrProb[A--D]	Prob[B--C]	ErrProb[B--C]	Prob[C--D]	ErrProb[C--D]	Prob[A--T]	ErrProb[A--T]	Prob[A--C--D]	ErrProb[A--C--D]	Prob[A--B--D]	ErrProb[A--B--D]	Prob[A--B]	ErrProb[A--B]	Prob[B]	ErrProb[B]	Prob[A--T--D]	ErrProb[A--T--D]	Prob[A]	ErrProb[A]	Prob[A--B--C--D]	ErrProb[A--B--C--D]	
4.1000	0.0025	0.0001	0.3207	0.000187	0.000019	0.000117	0.000015	0.008127	0.000127	0.000006	0.000003	0.001542	0.000055	0.000026	0.000007	0.000012	0.000005	0.000002	0.000002	0.001114	0.000047	0.000745	0.000038	0.000605	0.000034	0.000027	0.000007	0.014796	0.000171	0.004729	0.000097	0.000012	0.000005	0.000012	0.000005	0.000394	0.000028	0.000426	0.000029	0.000184	0.000019	0.000030	0.000008	0.000172	0.000018	0.000024	0.000007	0.000166	0.000018	0.963883	0.000264	0.000002	0.000002	0.002048	0.000064	0.000001	0.000001	0.000004	0.000003	0	0	0.000040	0.000009	0.000002	0.000002	0.000566	0.000033	
4.1100	0.0025	0.0001	0.3183	0.000187	0.000019	0.000116	0.000015	0.008049	0.000126	0.000006	0.000003	0.001534	0.000055	0.000026	0.000007	0.000012	0.000005	0.000002	0.000002	0.001128	0.000047	0.000732	0.000038	0.000591	0.000034	0.000026	0.000007	0.014696	0.000170	0.004678	0.000096	0.000012	0.000005	0.000010	0.000004	0.000384	0.000028	0.000417	0.000029	0.000181	0.000019	0.000028	0.000007	0.000171	0.000018	0.000024	0.000007	0.000164	0.000018	0.964187	0.000263	0.000002	0.000002	0.002019	0.000063	0	0	0.000004	0.000003	0.000000	0.000000	0.000040	0.000009	0.000002	0.000002	0.000571	0.000034	
4.1200	0.0025	0.0001	0.3159	0.000184	0.000019	0.000116	0.000015	0.007979	0.000126	0.000006	0.000003	0.001529	0.000055	0.000026	0.000007	0.000011	0.000005	0.000002	0.000002	0.001103	0.000047	0.000735	0.000038	0.000570	0.000033	0.000027	0.000007	0.014569	0.000169	0.004638	0.000096	0.000013	0.000005	0.000010	0.000004	0.000380	0.000027	0.000427	0.000029	0.000172	0.000018	0.000026	0.000007	0.000166	0.000018	0.000024	0.000007	0.000168	0.000018	0.964513	0.000261	0.000002	0.000002	0.001994	0.000063	0	0	0.000001	0.000001	0.000002	0.000002	0.000040	0.000009	0.000002	0.000002	0.000565	0.000033	
4.1300	0.0025	0.0001	0.3135	0.000183	0.000019	0.000114	0.000015	0.007918	0.000125	0.000006	0.000003	0.001511	0.000055	0.000026	0.000007	0.000013	0.000005	0.000002	0.000002	0.001073	0.000046	0.000729	0.000038	0.000584	0.000033	0.000024	0.000007	0.014420	0.000168	0.004602	0.000096	0.000012	0.000005	0.000010	0.000004	0.000389	0.000028	0.000420	0.000029	0.000171	0.000018	0.000026	0.000007	0.000163	0.000018	0.000024	0.000007	0.000163	0.000018	0.964835	0.000260	0.000002	0.000002	0.001979	0.000063	0.000000	0.000000	0	0	0.000002	0.000002	0.000040	0.000009	0.000002	0.000002	0.000558	0.000033	
4.1400	0.0025	0.0001	0.3112	0.000181	0.000019	0.000112	0.000015	0.007840	0.000125	0.000006	0.000003	0.001483	0.000054	0.000026	0.000007	0.000010	0.000004	0.000002	0.000002	0.001077	0.000046	0.000727	0.000038	0.000595	0.000034	0.000024	0.000007	0.014286	0.000168	0.004553	0.000095	0.000012	0.000005	0.000010	0.000004	0.000376	0.000027	0.000418	0.000029	0.000181	0.000019	0.000026	0.000007	0.000162	0.000018	0.000022	0.000007	0.000163	0.000018	0.965157	0.000259	0.000002	0.000002	0.001965	0.000063	0.000002	0.000002	0	0	0.000002	0.000002	0.000040	0.000009	0.000002	0.000002	0.000538	0.000033	
4.1500	0.0024	0.0001	0.3087	0.000183	0.000019	0.000110	0.000015	0.007745	0.000124	0.000006	0.000003	0.001461	0.000054	0.000026	0.000007	0.000010	0.000004	0.000002	0.000002	0.001078	0.000046	0.000732	0.000038	0.000602	0.000034	0.000027	0.000007	0.014164	0.000167	0.004516	0.000095	0.000012	0.000005	0.000010	0.000004	0.000369	0.000027	0.000416	0.000029	0.000174	0.000018	0.000024	0.000007	0.000155	0.000018	0.000022	0.000007	0.000163	0.000018	0.965480	0.000258	0.000002	0.000002	0.001958	0.000062	0.000002	0.000002	0	0	0.000002	0.000002	0.000039	0.000009	0.000002	0.000002	0.000509	0.000032	
4.1600	0.0024	0.0001	0.3065	0.000184	0.000019	0.000112	0.000015	0.007663	0.000123	0.000006	0.000003	0.001437	0.000053	0.000026	0.000007	0.000010	0.000004	0.000002	0.000002	0.001080	0.000046	0.000728	0.000038	0.000598	0.000034	0.000028	0.000007	0.014040	0.000166	0.004477	0.000094	0.000012	0.000005	0.000010	0.000004	0.000362	0.000027	0.000422	0.000029	0.000170	0.000018	0.000024	0.000007	0.000152	0.000017	0.000020	0.000006	0.000165	0.000018	0.965783	0.000257	0.000002	0.000002	0.001944	0.000062	0.000002	0.000002	0	0	0	0	0.000038	0.000009	0.000002	0.000002	0.000502	0.000031	
4.1700	0.0024	0.0001	0.3044	0.000188	0.000019	0.000111	0.000015	0.007589	0.000123	0.000006	0.000003	0.001417	0.000053	0.000025	0.000007	0.000009	0.000004	0.000002	0.000002	0.001084	0.000046	0.000730	0.000038	0.000611	0.000034	0.000027	0.000007	0.013919	0.000166	0.004428	0.000094	0.000012	0.000005	0.000010	0.000004	0.000364	0.000027	0.000423	0.000029	0.000161	0.000018	0.000024	0.000007	0.000147	0.000017	0.000020	0.000006	0.000162	0.000018	0.966070	0.000256	0.000002	0.000002	0.001925	0.000062	0.000002	0.000002	0	0	0	0	0.000038	0.000009	0.000002	0.000002	0.000494	0.000031	
4.1800	0.0024	0.0001	0.3022	0.000185	0.000019	0.000110	0.000015	0.007512	0.000122	0.000006	0.000003	0.001404	0.000053	0.000024	0.000007	0.000009	0.000004	0.000003	0.000002	0.001082	0.000046	0.000722	0.000038	0.000600	0.000034	0.000026	0.000007	0.013822	0.000165	0.004381	0.000093	0.000012	0.000005	0.000010	0.000004	0.000354	0.000026	0.000417	0.000029	0.000167	0.000018	0.000023	0.000007	0.000146	0.000017	0.000020	0.000006	0.000159	0.000018	0.966364	0.000255	0.000002	0.000002	0.001897	0.000062	0.000002	0.000002	0	0	0	0	0.000039	0.000009	0.000002	0.000002	0.000499	0.000031	
4.1900	0.0024	0.0001	0.3000	0.000181	0.000019	0.000109	0.000015	0.007426	0.000121	0.000006	0.000003	0.001405	0.000053	0.000022	0.000007	0.000008	0.000004	0.000004	0.000003	0.001078	0.000046	0.000717	0.000038	0.000590	0.000034	0.000026	0.000007	0.013724	0.000164	0.004334	0.000093	0.000012	0.000005	0.000010	0.000004	0.000348	0.000026	0.000407	0.000028	0.000171	0.000018	0.000021	0.000006	0.000145	0.000017	0.000020	0.000006	0.000158	0.000018	0.966654	0.000254	0.000002	0.000002	0.001884	0.000061	0.000002	0.000002	0	0	0	0	0.000040	0.000009	0.000002	0.000002	0.000492	0.000031	
4.2000	0.0024	0.0001	0.2980	0.000167	0.000018	0.000104	0.000014	0.007347	0.000121	0.000006	0.000003	0.001399	0.000053	0.000022	0.000007	0.000008	0.000004	0.000004	0.000003	0.001085	0.000046	0.000724	0.000038	0.000584	0.000034	0.000026	0.000007	0.013614	0.000164	0.004284	0.000092	0.000012	0.000005	0.000010	0.000004	0.000343	0.000026	0.000410	0.000028	0.000169	0.000018	0.000020	0.000006	0.000144	0.000017	0.000020	0.000006	0.000167	0.000018	0.966929	0.000253	0.000002	0.000002	0.001861	0.000061	0.000002	0.000002	0	0	0	0	0.000040	0.000009	0.000002	0.000002	0.000494	0.000031	
4.2100	0.0023	0.0001	0.2957	0.000159	0.000018	0.000101	0.000014	0.007275	0.000120	0.000006	0.000003	0.001401	0.000053	0.000022	0.000007	0.000008	0.000004	0.000002	0.000002	0.001079	0.000046	0.000725	0.000038	0.000571	0.000033	0.000028	0.000007	0.013507	0.000163	0.004241	0.000092	0.000012	0.000005	0.000012	0.000005	0.000342	0.000026	0.000399	0.000028	0.000162	0.000018	0.000018	0.000006	0.000145	0.000017	0.000020	0.000006	0.000163	0.000018	0.967225	0.000252	0.000002	0.000002	0.001841	0.000061	0.000002	0.000002	0	0	0	0	0.000040	0.000009	0.000002	0.000002	0.000490	0.000031	
4.2200	0.0023	0.0001	0.2935	0.000157	0.000018	0.000097	0.000014	0.007201	0.000119	0.000006	0.000003	0.001396	0.000052	0.000022	0.000007	0.000008	0.000004	0.000002	0.000002	0.001067	0.000046	0.000734	0.000038	0.000552	0.000033	0.000028	0.000007	0.013418	0.000163	0.004209	0.000091	0.000012	0.000005	0.000012	0.000005	0.000353	0.000026	0.000383	0.000028	0.000156	0.000017	0.000021	0.000006	0.000140	0.000017	0.000020	0.000006	0.000167	0.000018	0.967504	0.000251	0.000002	0.000002	0.001828	0.000060	0.000002	0.000002	0	0	0	0	0.000037	0.000009	0.000002	0.000002	0.000464	0.000030	
4.2300	0.0022	0.0001	0.2913	0.000160	0.000018	0.000092	0.000014	0.007120	0.000119	0.000006	0.000003	0.001386	0.000052	0.000020	0.000006	0.000008	0.000004	0.000003	0.000002	0.001052	0.000046	0.000731	0.000038	0.000556	0.000033	0.000028	0.000007	0.013322	0.000162	0.004182	0.000091	0.000012	0.000005	0.000012	0.000005	0.000353	0.000026	0.000368	0.000027	0.000159	0.000017	0.000021	0.000006	0.000131	0.000016	0.000020	0.000006	0.000165	0.000018	0.967785	0.000250	0.000002	0.000002	0.001812	0.000060	0.000002	0.000002	0	0	0	0	0.000036	0.000008	0.000002	0.000002	0.000456	0.000030	
4.2400	0.0022	0.0001	0.2892	0.000159	0.000018	0.000090	0.000013	0.007038	0.000118	0.000006	0.000003	0.001354	0.000052	0.000020	0.000006	0.000008	0.000004	0.000002	0.000002	0.001041	0.000045	0.000728	0.000038	0.000581	0.000033	0.000028	0.000007	0.013203	0.000161	0.004152	0.000091	0.000012	0.000005	0.000012	0.000005	0.000354	0.000026	0.000367	0.000027	0.000159	0.000018	0.000020	0.000006	0.000128	0.000016	0.000020	0.000006	0.000159	0.000018	0.968070	0.000248	0.000002	0.000002	0.001796	0.000060	0.000002	0.000002	0	0	0	0	0.000036	0.000008	0.000002	0.000002	0.000452	0.000030	
4.2500	0.0022	0.0001	0.2868	0.000155	0.000017	0.000086	0.000013	0.006948	0.000117	0.000006	0.000003	0.001331	0.000051	0.000020	0.000006	0.000008	0.000004	0.000002	0.000002	0.001026	0.000045	0.000719	0.000038	0.000594	0.000034	0.000028	0.000007	0.013066	0.000160	0.004114	0.000090	0.000011	0.000005	0.000012	0.000005	0.000364	0.000027	0.000365	0.000027	0.000158	0.000018	0.000020	0.000006	0.000122	0.000016	0.000020	0.000006	0.000156	0.000018	0.968396	0.000247	0.000002	0.000002	0.001776	0.000059	0.000002	0.000002	0	0	0	0	0.000035	0.000008	0.000002	0.000002	0.000456	0.000030	
4.2600	0.0022	0.0001	0.2844	0.000155	0.000018	0.000086	0.000013	0.006871	0.000117	0.000006	0.000003	0.001313	0.000051	0.000020	0.000006	0.000010	0.000004	0.000002	0.000002	0.001012	0.000045	0.000700	0.000037	0.000597	0.000034	0.000028	0.000007	0.012948	0.000160	0.004067	0.000090	0.000010	0.000004	0.000012	0.000005	0.000367	0.000027	0.000371	0.000027	0.000154	0.000017	0.000018	0.000006	0.000118	0.000015	0.000018	0.000006	0.000154	0.000017	0.968707	0.000246	0.000002	0.000002	0.001753	0.000059	0.000002	0.000002	0	0	0	0	0.000034	0.000008	0.000002	0.000002	0.000462	0.000030	
4.2700	0.0022	0.0001	0.2821	0.000152	0.000017	0.000082	0.000013	0.006798	0.000116	0.000006	0.000003	0.001297	0.000051	0.000020	0.000006	0.000008	0.000004	0.000002	0.000002	0.001019	0.000045	0.000695	0.000037	0.000585	0.000034	0.000028	0.000007	0.012847	0.000159	0.004025	0.000089	0.000008	0.000004	0.000012	0.000005	0.000371	0.000027	0.000367	0.000027	0.000148	0.000017	0.000018	0.000006	0.000114	0.000015	0.000018	0.000006	0.000151	0.000017	0.968998	0.000245	0.000002	0.000002	0.001735	0.000059	0.000002	0.000002	0	0	0	0	0.000034	0.000008	0.000002	0.000002	0.000456	0.000030	
4.2800	0.0021	0.0001	0.2801	0.000145	0.000017	0.000080	0.000013	0.006735	0.000116	0.000006	0.000003	0.001291	0.000050	0.000020	0.000006	0.000008	0.000004	0.000000	0.000000	0.001018	0.000045	0.000699	0.000037	0.000568	0.000033	0.000026	0.000007	0.012758	0.000159	0.003996	0.000089	0.000008	0.000004	0.000014	0.000005	0.000375	0.000027	0.000360	0.000027	0.000146	0.000017	0.000018	0.000006	0.000112	0.000015	0.000018	0.000006	0.000147	0.000017	0.969249	0.000244	0.000002	0.000002	0.001726	0.000059	0.000002	0.000002	0	0	0	0	0.000034	0.000008	0.000002	0.000002	0.000439	0.000029	
4.2900	0.0021	0.0001	0.2778	0.000143	0.000017	0.000078	0.000012	0.006673	0.000115	0.000006	0.000003	0.001281	0.000050	0.000020	0.000006	0.000008	0.000004	0	0	0.000998	0.000044	0.000696	0.000037	0.000548	0.000032	0.000026	0.000007	0.012640	0.000158	0.003976	0.000089	0.000008	0.000004	0.000014	0.000005	0.000368	0.000027	0.000351	0.000026	0.000151	0.000017	0.000016	0.000006	0.000113	0.000015	0.000018	0.000006	0.000150	0.000017	0.969538	0.000243	0.000002	0.000002	0.001712	0.000058	0.000002	0.000002	0	0	0	0	0.000034	0.000008	0.000002	0.000002	0.000427	0.000029	
4.3000	0.0021	0.0001	0.2756	0.000141	0.000017	0.000076	0.000012	0.006614	0.000115	0.000006	0.000003	0.001270	0.000050	0.000019	0.000006	0.000008	0.000004	0	0	0.000993	0.000044	0.000689	0.000037	0.000519	0.000031	0.000026	0.000007	0.012518	0.000157	0.003936	0.000088	0.000008	0.000004	0.000014	0.000005	0.000365	0.000027	0.000359	0.000027	0.000145	0.000017	0.000016	0.000006	0.000116	0.000015	0.000018	0.000006	0.000160	0.000018	0.969832	0.000242	0.000002	0.000002	0.001691	0.000058	0.000002	0.000002	0	0	0	0	0.000033	0.000008	0.000002	0.000002	0.000421	0.000029	
4.3100	0.0021	0.0001	0.2733	0.000140	0.000017	0.000076	0.000012	0.006546	0.000114	0.000006	0.000003	0.001262	0.000050	0.000018	0.000006	0.000008	0.000004	0	0	0.000990	0.000044	0.000676	0.000037	0.000510	0.000031	0.000026	0.000007	0.012393	0.000156	0.003898	0.000088	0.000008	0.000004	0.000014	0.000005	0.000359	0.000027	0.000348	0.000026	0.000149	0.000017	0.000016	0.000006	0.000112	0.000015	0.000018	0.000006	0.000166	0.000018	0.970127	0.000241	0.000002	0.000002	0.001673	0.000058	0.000002	0.000002	0	0	0	0	0.000032	0.000008	0.000002	0.000002	0.000425	0.000029	
4.3200	0.0021	0.0001	0.2712	0.000141	0.000017	0.000076	0.000012	0.006483	0.000113	0.000006	0.000003	0.001260	0.000050	0.000018	0.000006	0.000008	0.000004	0	0	0.000974	0.000044	0.000661	0.000036	0.000496	0.000031	0.000026	0.000007	0.012302	0.000156	0.003871	0.000088	0.000008	0.000004	0.000014	0.000005	0.000353	0.000026	0.000346	0.000026	0.000144	0.000017	0.000016	0.000006	0.000108	0.000015	0.000018	0.000006	0.000162	0.000018	0.970389	0.000240	0.000002	0.000002	0.001651	0.000057	0.000002	0.000002	0	0	0	0	0.000031	0.000008	0.000002	0.000002	0.000432	0.000029	
4.3300	0.0020	0.0001	0.2692	0.000138	0.000017	0.000076	0.000012	0.006419	0.000113	0.000006	0.000003	0.001249	0.000050	0.000018	0.000006	0.000009	0.000004	0	0	0.000960	0.000043	0.000634	0.000035	0.000493	0.000031	0.000024	0.000007	0.012212	0.000155	0.003842	0.000087	0.000008	0.000004	0.000014	0.000005	0.000355	0.000027	0.000335	0.000026	0.000141	0.000016	0.000016	0.000006	0.000110	0.000015	0.000018	0.000006	0.000162	0.000018	0.970647	0.000239	0.000002	0.000002	0.001632	0.000057	0.000002	0.000002	0	0	0	0	0.000030	0.000008	0.000002	0.000002	0.000444	0.000030	
4.3400	0.0020	0.0001	0.2672	0.000133	0.000016	0.000077	0.000012	0.006350	0.000112	0.000007	0.000004	0.001247	0.000050	0.000018	0.000006	0.000008	0.000004	0	0	0.000951	0.000043	0.000636	0.000035	0.000496	0.000031	0.000023	0.000007	0.012096	0.000154	0.003809	0.000087	0.000008	0.000004	0.000012	0.000005	0.000358	0.000027	0.000320	0.000025	0.000141	0.000017	0.000016	0.000006	0.000110	0.000015	0.000016	0.000006	0.000165	0.000018	0.970913	0.000237	0.000002	0.000002	0.001617	0.000057	0.000002	0.000002	0	0	0	0	0.000030	0.000008	0.000002	0.000002	0.000437	0.000029	
4.3500	0.0020	0.0001	0.2651	0.000128	0.000016	0.000077	0.000012	0.006286	0.000112	0.000006	0.000003	0.001257	0.000050	0.000018	0.000006	0.000006	0.000003	0	0	0.000948	0.000043	0.000624	0.000035	0.000487	0.000031	0.000022	0.000007	0.011981	0.000154	0.003774	0.000087	0.000007	0.000004	0.000012	0.000005	0.000361	0.000027	0.000311	0.000025	0.000139	0.000016	0.000017	0.000006	0.000108	0.000015	0.000014	0.000005	0.000168	0.000018	0.971181	0.000236	0.000002	0.000002	0.001608	0.000057	0.000004	0.000003	0	0	0	0	0.000029	0.000008	0.000002	0.000002	0.000423	0.000029	
4.3600	0.0020	0.0001	0.2632	0.000128	0.000016	0.000076	0.000012	0.006235	0.000111	0.000006	0.000003	0.001235	0.000049	0.000018	0.000006	0.000004	0.000002	0	0	0.000976	0.000044	0.000609	0.000035	0.000485	0.000031	0.000021	0.000006	0.011880	0.000153	0.003731	0.000086	0.000006	0.000003	0.000012	0.000005	0.000356	0.000027	0.000303	0.000024	0.000142	0.000017	0.000018	0.000006	0.000108	0.000015	0.000014	0.000005	0.000163	0.000018	0.971421	0.000235	0.000002	0.000002	0.001594	0.000056	0.000004	0.000003	0	0	0	0	0.000028	0.000007	0.000002	0.000002	0.000425	0.000029	
4.3700	0.0020	0.0001	0.2614	0.000132	0.000016	0.000075	0.000012	0.006179	0.000111	0.000006	0.000003	0.001219	0.000049	0.000018	0.000006	0.000004	0.000003	0	0	0.000995	0.000044	0.000597	0.000034	0.000477	0.000030	0.000020	0.000006	0.011794	0.000153	0.003677	0.000085	0.000006	0.000003	0.000012	0.000005	0.000349	0.000026	0.000309	0.000025	0.000138	0.000016	0.000018	0.000006	0.000108	0.000015	0.000014	0.000005	0.000160	0.000018	0.971662	0.000235	0.000002	0.000002	0.001576	0.000056	0.000004	0.000003	0	0	0	0	0.000028	0.000007	0.000002	0.000002	0.000420	0.000029	
4.3800	0.0020	0.0001	0.2595	0.000131	0.000016	0.000072	0.000012	0.006124	0.000110	0.000006	0.000003	0.001206	0.000049	0.000018	0.000006	0.000004	0.000003	0	0	0.000982	0.000044	0.000602	0.000034	0.000487	0.000031	0.000020	0.000006	0.011683	0.000152	0.003643	0.000085	0.000006	0.000003	0.000012	0.000005	0.000348	0.000026	0.000300	0.000024	0.000143	0.000017	0.000018	0.000006	0.000108	0.000015	0.000014	0.000005	0.000158	0.000018	0.971909	0.000233	0.000002	0.000002	0.001566	0.000056	0.000004	0.000003	0	0	0	0	0.000026	0.000007	0.000002	0.000002	0.000405	0.000028	
4.3900	0.0020	0.0001	0.2574	0.000131	0.000016	0.000072	0.000012	0.006053	0.000110	0.000006	0.000003	0.001199	0.000049	0.000016	0.000005	0.000004	0.000003	0	0	0.000972	0.000044	0.000600	0.000034	0.000471	0.000030	0.000017	0.000006	0.011589	0.000151	0.003617	0.000085	0.000005	0.000003	0.000012	0.000005	0.000343	0.000026	0.000295	0.000024	0.000143	0.000016	0.000018	0.000006	0.000111	0.000015	0.000013	0.000005	0.000156	0.000018	0.972174	0.000232	0.000002	0.000002	0.001546	0.000056	0.000004	0.000003	0	0	0	0	0.000025	0.000007	0.000002	0.000002	0.000403	0.000028	
4.4000	0.0019	0.0001	0.2554	0.000123	0.000016	0.000071	0.000012	0.006001	0.000109	0.000006	0.000003	0.001200	0.000049	0.000014	0.000005	0.000004	0.000003	0	0	0.000955	0.000043	0.000597	0.000034	0.000453	0.000030	0.000016	0.000006	0.011503	0.000151	0.003595	0.000085	0.000004	0.000003	0.000012	0.000005	0.000339	0.000026	0.000295	0.000024	0.000134	0.000016	0.000018	0.000006	0.000110	0.000015	0.000012	0.000005	0.000162	0.000018	0.972410	0.000231	0.000002	0.000002	0.001530	0.000055	0.000004	0.000003	0	0	0	0	0.000024	0.000007	0.000002	0.000002	0.000402	0.000028	
4.4100	0.0019	0.0001	0.2537	0.000121	0.000015	0.000070	0.000012	0.005952	0.000109	0.000007	0.000004	0.001198	0.000049	0.000014	0.000005	0.000006	0.000003	0	0	0.000947	0.000043	0.000593	0.000034	0.000458	0.000030	0.000014	0.000005	0.011418	0.000150	0.003565	0.000084	0.000004	0.000003	0.000011	0.000005	0.000323	0.000025	0.000302	0.000024	0.000127	0.000016	0.000018	0.000006	0.000110	0.000015	0.000012	0.000005	0.000159	0.000018	0.972627	0.000231	0.000002	0.000002	0.001513	0.000055	0.000004	0.000003	0	0	0	0	0.000024	0.000007	0.000002	0.000002	0.000399	0.000028	
4.4200	0.0019	0.0001	0.2519	0.000125	0.000016	0.000071	0.000012	0.005910	0.000108	0.000006	0.000003	0.001204	0.000049	0.000014	0.000005	0.000006	0.000003	0	0	0.000939	0.000043	0.000574	0.000034	0.000455	0.000030	0.000014	0.000005	0.011313	0.000149	0.003527	0.000084	0.000004	0.000003	0.000010	0.000004	0.000313	0.000025	0.000302	0.000024	0.000131	0.000016	0.000018	0.000006	0.000110	0.000015	0.000012	0.000005	0.000152	0.000017	0.972860	0.000230	0.000002	0.000002	0.001498	0.000055	0.000004	0.000003	0	0	0	0	0.000024	0.000007	0.000002	0.000002	0.000400	0.000028	
4.4300	0.0019	0.0001	0.2502	0.000127	0.000016	0.000068	0.000012	0.005861	0.000108	0.000006	0.000003	0.001193	0.000049	0.000014	0.000005	0.000006	0.000003	0	0	0.000929	0.000043	0.000563	0.000033	0.000460	0.000030	0.000014	0.000005	0.011230	0.000149	0.003492	0.000083	0.000004	0.000003	0.000010	0.000004	0.000304	0.000024	0.000301	0.000024	0.000134	0.000016	0.000018	0.000006	0.000109	0.000015	0.000012	0.000005	0.000153	0.000017	0.973083	0.000229	0.000002	0.000002	0.001479	0.000054	0.000004	0.000003	0	0	0	0	0.000024	0.000007	0.000002	0.000002	0.000397	0.000028	
4.4400	0.0019	0.0001	0.2485	0.000130	0.000016	0.000066	0.000011	0.005805	0.000107	0.000006	0.000003	0.001184	0.000048	0.000014	0.000005	0.000006	0.000003	0	0	0.000928	0.000043	0.000565	0.000033	0.000461	0.000030	0.000014	0.000005	0.011134	0.000148	0.003464	0.000083	0.000005	0.000003	0.000010	0.000004	0.000299	0.000024	0.000299	0.000024	0.000128	0.000016	0.000018	0.000006	0.000112	0.000015	0.000012	0.000005	0.000153	0.000017	0.973306	0.000228	0.000002	0.000002	0.001459	0.000054	0.000003	0.000002	0	0	0	0	0.000024	0.000007	0.000002	0.000002	0.000392	0.000028	
4.4500	0.0019	0.0001	0.2469	0.000130	0.000016	0.000065	0.000011	0.005765	0.000107	0.000006	0.000003	0.001170	0.000048	0.000014	0.000005	0.000009	0.000004	0	0	0.000917	0.000042	0.000573	0.000034	0.000477	0.000030	0.000011	0.000005	0.011041	0.000148	0.003435	0.000083	0.000004	0.000003	0.000010	0.000004	0.000292	0.000024	0.000294	0.000024	0.000125	0.000016	0.000018	0.000006	0.000116	0.000015	0.000012	0.000005	0.000151	0.000017	0.973510	0.000227	0.000002	0.000002	0.001449	0.000054	0.000002	0.000002	0	0	0	0	0.000024	0.000007	0.000002	0.000002	0.000375	0.000027	
4.4600	0.0019	0.0001	0.2451	0.000125	0.000016	0.000064	0.000011	0.005714	0.000107	0.000007	0.000004	0.001151	0.000048	0.000014	0.000005	0.000010	0.000004	0	0	0.000923	0.000043	0.000572	0.000034	0.000484	0.000031	0.000010	0.000004	0.010941	0.000147	0.003403	0.000082	0.000003	0.000002	0.000009	0.000004	0.000285	0.000024	0.000294	0.000024	0.000119	0.000015	0.000018	0.000006	0.000112	0.000015	0.000012	0.000005	0.000154	0.000017	0.973740	0.000226	0.000002	0.000002	0.001433	0.000053	0.000002	0.000002	0	0	0	0	0.000023	0.000007	0.000002	0.000002	0.000370	0.000027	
4.4700	0.0018	0.0001	0.2433	0.000121	0.000015	0.000064	0.000011	0.005666	0.000106	0.000006	0.000003	0.001135	0.000047	0.000014	0.000005	0.000012	0.000005	0	0	0.000921	0.000043	0.000573	0.000034	0.000487	0.000031	0.000010	0.000004	0.010852	0.000146	0.003371	0.000082	0.000002	0.000002	0.000008	0.000004	0.000281	0.000024	0.000296	0.000024	0.000109	0.000014	0.000018	0.000006	0.000112	0.000015	0.000012	0.000005	0.000155	0.000017	0.973966	0.000225	0.000002	0.000002	0.001417	0.000053	0.000002	0.000002	0	0	0	0	0.000022	0.000007	0.000002	0.000002	0.000365	0.000027	
4.4800	0.0018	0.0001	0.2412	0.000121	0.000015	0.000060	0.000011	0.005612	0.000106	0.000006	0.000003	0.001129	0.000047	0.000014	0.000005	0.000011	0.000005	0	0	0.000919	0.000043	0.000568	0.000033	0.000475	0.000030	0.000010	0.000004	0.010754	0.000146	0.003342	0.000082	0.000002	0.000002	0.000008	0.000004	0.000279	0.000023	0.000295	0.000024	0.000095	0.000014	0.000018	0.000006	0.000112	0.000015	0.000012	0.000005	0.000155	0.000018	0.974219	0.000224	0.000002	0.000002	0.001404	0.000053	0.000002	0.000002	0	0	0	0	0.000022	0.000007	0.000002	0.000002	0.000353	0.000026	
4.4900	0.0018	0.0001	0.2393	0.000122	0.000016	0.000060	0.000011	0.005562	0.000105	0.000006	0.000003	0.001134	0.000047	0.000014	0.000005	0.000007	0.000004	0	0	0.000910	0.000042	0.000556	0.000033	0.000454	0.000030	0.000010	0.000004	0.010673	0.000145	0.003322	0.000081	0.000002	0.000002	0.000008	0.000004	0.000274	0.000023	0.000296	0.000024	0.000085	0.000013	0.000018	0.000006	0.000111	0.000015	0.000012	0.000005	0.000153	0.000017	0.974441	0.000223	0.000002	0.000002	0.001393	0.000053	0.000002	0.000002	0	0	0	0	0.000022	0.000007	0.000002	0.000002	0.000349	0.000026	
